timestamp,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,RH2M,WS10M,WD10M,PS,PRECTOTCORR
2020010100,0.0,0.0,0.0,6.55,52.59,1.79,47.0,99.51,0.0
2020010101,0.0,0.0,0.0,5.87,55.12,1.96,54.4,99.5,0.0
2020010102,0.0,0.0,0.0,5.43,56.64,2.0,63.3,99.5,0.0
2020010103,0.0,0.0,0.0,5.2,57.38,1.93,73.4,99.5,0.0
2020010104,0.0,0.0,0.0,4.99,58.06,1.86,83.5,99.53,0.0
2020010105,0.0,0.0,0.0,4.76,58.86,1.85,92.5,99.6,0.0
2020010106,0.0,0.0,0.0,4.57,59.88,1.88,100.4,99.68,0.0
2020010107,75.43,84.87,61.95,5.55,60.2,1.74,108.1,99.77,0.0
2020010108,217.77,266.42,146.75,8.26,49.73,2.32,114.5,99.85,0.0
2020010109,368.52,395.1,185.82,11.14,42.09,2.39,116.4,99.92,0.0
2020010110,475.15,416.99,223.76,15.34,31.44,3.25,117.7,99.91,0.0
2020010111,425.67,221.14,244.71,17.45,27.78,3.43,112.6,99.82,0.0
2020010112,419.92,214.37,257.16,18.89,25.13,3.52,109.1,99.71,0.0
2020010113,378.33,215.0,242.86,19.62,23.92,3.49,108.4,99.63,0.0
2020010114,295.67,163.5,216.1,19.49,24.53,3.3,108.0,99.58,0.0
2020010115,159.88,81.94,134.67,17.97,35.17,2.18,107.6,99.57,0.0
2020010116,38.22,13.38,36.25,14.36,46.62,2.27,108.5,99.59,0.0
2020010117,0.0,0.0,0.0,12.62,45.6,2.41,110.2,99.65,0.0
2020010118,0.0,0.0,0.0,11.85,48.25,2.42,111.4,99.75,0.0
2020010119,0.0,0.0,0.0,11.13,50.88,2.44,110.7,99.8,0.0
2020010120,0.0,0.0,0.0,10.2,54.53,2.53,106.5,99.84,0.0
2020010121,0.0,0.0,0.0,9.12,60.71,2.72,102.3,99.84,0.0
2020010122,0.0,0.0,0.0,8.08,67.79,2.92,101.7,99.82,0.0
2020010123,0.0,0.0,0.0,7.24,74.58,3.05,105.0,99.78,0.0
2020010200,0.0,0.0,0.0,6.74,79.91,3.07,108.8,99.74,0.0
2020010201,0.0,0.0,0.0,6.38,84.21,2.95,110.2,99.71,0.0
2020010202,0.0,0.0,0.0,5.99,88.69,2.77,113.0,99.67,0.0
2020010203,0.0,0.0,0.0,5.58,93.51,2.52,119.0,99.65,0.0
2020010204,0.0,0.0,0.0,5.35,97.89,2.23,121.6,99.68,0.0
2020010205,0.0,0.0,0.0,5.2,100.0,1.97,115.3,99.75,0.0
2020010206,0.0,0.0,0.0,5.07,100.0,1.72,100.1,99.83,0.0
2020010207,69.65,55.67,60.33,6.46,96.15,1.62,78.3,99.92,0.0
2020010208,213.8,220.04,135.29,9.01,82.8,1.89,69.8,99.99,0.0
2020010209,346.38,326.55,176.15,12.82,68.6,1.93,90.0,100.04,0.0
2020010210,458.55,382.34,222.47,16.78,56.19,3.21,115.3,99.98,0.0
2020010211,481.85,319.93,242.03,18.48,51.67,3.99,122.3,99.82,0.06
2020010212,486.3,340.01,240.94,19.33,49.77,4.12,123.7,99.66,0.17
2020010213,435.58,357.08,214.77,19.65,49.28,3.93,121.8,99.54,0.24
2020010214,318.83,280.71,183.63,19.58,49.67,3.28,117.2,99.48,0.12
2020010215,169.07,156.98,113.41,18.9,52.18,2.44,107.6,99.46,0.01
2020010216,39.42,21.13,39.46,16.65,61.73,1.51,94.2,99.48,0.02
2020010217,0.0,0.0,0.0,16.0,61.49,1.42,74.9,99.53,0.05
2020010218,0.0,0.0,0.0,15.65,63.1,1.44,60.1,99.58,0.07
2020010219,0.0,0.0,0.0,15.13,65.54,1.55,57.1,99.61,0.12
2020010220,0.0,0.0,0.0,14.64,67.94,1.7,62.2,99.64,0.1
2020010221,0.0,0.0,0.0,14.01,71.08,1.94,70.1,99.65,0.11
2020010222,0.0,0.0,0.0,13.34,74.54,2.19,77.4,99.63,0.17
2020010223,0.0,0.0,0.0,12.85,77.58,2.43,82.7,99.59,0.17
2020010300,0.0,0.0,0.0,12.44,80.31,2.59,85.8,99.53,0.22
2020010301,0.0,0.0,0.0,11.94,83.97,2.66,86.8,99.48,0.28
2020010302,0.0,0.0,0.0,11.05,90.22,2.74,88.3,99.42,0.21
2020010303,0.0,0.0,0.0,10.03,97.83,2.73,91.7,99.39,0.15
2020010304,0.0,0.0,0.0,9.18,100.0,2.66,96.7,99.38,0.16
2020010305,0.0,0.0,0.0,8.62,100.0,2.5,103.2,99.43,0.16
2020010306,0.0,0.0,0.0,8.32,100.0,2.29,111.0,99.49,0.14
2020010307,77.75,117.93,53.84,10.42,98.12,2.09,119.9,99.56,0.08
2020010308,237.77,358.97,113.97,12.91,85.31,2.28,128.8,99.64,0.0
2020010309,370.38,398.27,167.06,16.12,71.16,2.57,129.0,99.67,0.0
2020010310,487.52,477.25,195.09,18.37,62.36,2.09,126.4,99.61,0.0
2020010311,476.98,331.84,236.98,19.86,56.07,1.56,116.7,99.49,0.0
2020010312,474.6,338.83,235.56,20.76,51.1,1.12,96.7,99.37,0.0
2020010313,408.45,306.72,211.66,21.05,47.86,1.02,71.2,99.27,0.0
2020010314,334.52,343.1,171.07,20.8,47.42,1.18,56.7,99.21,0.0
2020010315,176.0,195.68,106.6,20.12,49.25,1.36,54.0,99.2,0.0
2020010316,42.05,34.82,34.74,18.22,58.92,1.2,65.4,99.21,0.0
2020010317,0.0,0.0,0.0,16.82,59.69,1.53,85.5,99.25,0.0
2020010318,0.0,0.0,0.0,15.94,63.25,1.81,105.3,99.3,0.0
2020010319,0.0,0.0,0.0,15.15,66.66,1.97,120.2,99.35,0.0
2020010320,0.0,0.0,0.0,14.41,70.24,2.05,132.0,99.39,0.0
2020010321,0.0,0.0,0.0,13.65,74.42,2.1,141.4,99.42,0.0
2020010322,0.0,0.0,0.0,12.91,78.85,2.12,149.3,99.42,0.0
2020010323,0.0,0.0,0.0,12.21,83.43,2.06,157.2,99.4,0.0
2020010400,0.0,0.0,0.0,11.67,87.36,1.91,166.4,99.38,0.0
2020010401,0.0,0.0,0.0,11.19,90.99,1.69,178.3,99.35,0.0
2020010402,0.0,0.0,0.0,10.83,93.64,1.39,196.7,99.3,0.0
2020010403,0.0,0.0,0.0,10.43,96.26,1.2,225.3,99.27,0.0
2020010404,0.0,0.0,0.0,9.87,99.68,1.18,252.8,99.27,0.0
2020010405,0.0,0.0,0.0,9.41,100.0,1.18,269.0,99.31,0.0
2020010406,0.0,0.0,0.0,9.19,100.0,1.16,276.9,99.35,0.0
2020010407,65.43,59.92,51.46,10.13,95.8,1.11,279.9,99.42,0.0
2020010408,207.4,237.67,121.3,12.41,82.52,1.23,274.6,99.49,0.13
2020010409,342.9,337.53,178.57,16.89,59.02,1.31,271.3,99.55,0.91
2020010410,445.77,363.3,195.74,19.46,47.26,1.99,277.5,99.52,0.55
2020010411,375.45,194.18,217.6,20.45,42.69,2.69,281.4,99.41,0.32
2020010412,377.88,175.18,234.39,21.05,39.5,3.16,285.4,99.29,0.2
2020010413,303.33,163.52,184.39,21.29,37.32,3.47,289.2,99.18,0.12
2020010414,240.07,128.25,169.51,21.03,36.18,3.62,291.9,99.12,0.02
2020010415,129.18,74.02,100.09,20.13,38.51,3.1,295.0,99.1,0.0
2020010416,33.12,11.59,29.18,16.6,53.01,2.38,300.0,99.12,0.0
2020010417,0.0,0.0,0.0,14.24,54.8,2.77,307.5,99.19,0.0
2020010418,0.0,0.0,0.0,13.22,56.31,2.98,315.8,99.27,0.0
2020010419,0.0,0.0,0.0,12.29,57.34,3.18,323.6,99.35,0.0
2020010420,0.0,0.0,0.0,11.45,58.06,3.3,331.0,99.4,0.0
2020010421,0.0,0.0,0.0,10.66,58.61,3.32,337.3,99.43,0.0
2020010422,0.0,0.0,0.0,9.92,59.63,3.25,344.1,99.42,0.0
2020010423,0.0,0.0,0.0,9.29,61.1,3.19,350.2,99.38,0.0
2020010500,0.0,0.0,0.0,8.74,62.54,3.08,356.5,99.35,0.0
2020010501,0.0,0.0,0.0,8.27,64.25,2.97,0.0,99.31,0.0
2020010502,0.0,0.0,0.0,7.89,66.21,2.79,358.8,99.27,0.0
2020010503,0.0,0.0,0.0,7.67,67.49,2.53,353.0,99.24,0.0
2020010504,0.0,0.0,0.0,7.67,67.65,2.28,338.6,99.25,0.0
2020010505,0.0,0.0,0.0,7.61,67.96,2.12,319.4,99.3,0.0
2020010506,0.0,0.0,0.0,7.37,69.11,2.08,296.8,99.34,0.0
2020010507,74.8,96.69,54.44,8.74,65.67,2.01,276.6,99.4,0.0
2020010508,213.65,249.39,122.45,11.68,54.1,3.11,265.0,99.47,0.0
2020010509,368.1,377.07,173.29,14.49,47.36,2.77,261.5,99.53,0.0
2020010510,484.3,446.74,206.34,18.7,36.3,3.24,284.0,99.5,0.0
2020010511,501.0,350.91,253.31,20.47,33.07,3.4,295.2,99.38,0.0
2020010512,485.7,343.12,245.91,21.23,31.71,3.48,300.0,99.26,0.0
2020010513,382.88,218.72,230.59,21.42,30.89,3.91,306.3,99.2,0.0
2020010514,277.45,138.97,205.33,20.84,31.61,3.81,309.8,99.16,0.0
2020010515,161.8,59.08,134.29,19.57,36.98,2.85,311.9,99.18,0.0
2020010516,42.0,3.59,38.17,16.19,51.39,2.41,315.5,99.27,0.0
2020010517,0.0,0.0,0.0,13.91,54.06,2.57,322.9,99.31,0.0
2020010518,0.0,0.0,0.0,12.93,56.5,2.71,333.4,99.4,0.0
2020010519,0.0,0.0,0.0,12.12,58.86,2.87,342.8,99.49,0.0
2020010520,0.0,0.0,0.0,11.01,61.43,2.99,353.5,99.53,0.0
2020010521,0.0,0.0,0.0,10.23,63.43,2.93,2.5,99.51,0.0
2020010522,0.0,0.0,0.0,9.63,64.94,2.74,9.5,99.47,0.0
2020010523,0.0,0.0,0.0,9.18,65.84,2.56,3.6,99.46,0.0
2020010600,0.0,0.0,0.0,8.9,65.97,2.46,354.2,99.45,0.0
2020010601,0.0,0.0,0.0,9.1,64.25,2.27,345.5,99.43,0.0
2020010602,0.0,0.0,0.0,9.27,62.26,2.06,336.2,99.37,0.0
2020010603,0.0,0.0,0.0,8.83,62.86,2.21,325.3,99.34,0.0
2020010604,0.0,0.0,0.0,8.44,63.54,2.38,318.7,99.36,0.0
2020010605,0.0,0.0,0.0,8.31,63.12,2.34,313.1,99.4,0.0
2020010606,0.0,0.0,0.0,8.25,62.23,2.16,309.4,99.42,0.0
2020010607,37.83,1.9,32.94,9.9,59.47,1.84,293.6,99.46,0.0
2020010608,92.72,8.08,80.39,12.26,48.88,2.69,280.1,99.55,0.0
2020010609,138.12,17.88,114.24,14.59,44.41,2.17,268.2,99.62,0.0
2020010610,193.77,32.02,159.04,18.39,32.98,1.89,265.7,99.58,0.02
2020010611,260.15,54.82,206.13,20.53,28.44,1.82,279.5,99.48,0.07
2020010612,259.2,74.32,191.84,21.6,27.47,1.81,301.9,99.38,0.16
2020010613,234.18,14.57,202.86,21.92,27.58,1.58,321.7,99.31,0.07
2020010614,168.02,0.7,145.42,21.58,28.7,1.38,328.0,99.28,0.02
2020010615,93.18,6.07,81.69,20.52,34.46,1.47,340.6,99.32,0.02
2020010616,25.98,0.0,23.6,17.4,50.02,2.07,17.4,99.34,0.03
2020010617,0.0,0.0,0.0,14.5,53.61,3.07,29.5,99.4,0.01
2020010618,0.0,0.0,0.0,14.5,54.22,3.72,34.0,99.46,0.03
2020010619,0.0,0.0,0.0,13.02,63.11,3.92,41.0,99.49,0.06
2020010620,0.0,0.0,0.0,12.36,72.32,4.33,45.1,99.5,0.03
2020010621,0.0,0.0,0.0,11.94,80.14,3.97,48.7,99.51,0.0
2020010622,0.0,0.0,0.0,11.57,85.59,3.21,52.8,99.49,0.0
2020010623,0.0,0.0,0.0,11.11,89.78,2.66,55.7,99.46,0.0
2020010700,0.0,0.0,0.0,11.52,88.29,2.67,57.6,99.45,0.0
2020010701,0.0,0.0,0.0,11.37,89.5,2.82,63.0,99.41,0.02
2020010702,0.0,0.0,0.0,11.04,91.43,2.8,68.8,99.36,0.7
2020010703,0.0,0.0,0.0,10.17,96.34,2.65,74.2,99.31,2.17
2020010704,0.0,0.0,0.0,9.75,98.27,2.83,82.5,99.28,0.14
2020010705,0.0,0.0,0.0,9.1,100.0,2.89,89.2,99.31,0.13
2020010706,0.0,0.0,0.0,8.71,100.0,2.8,92.0,99.38,0.66
2020010707,47.53,5.88,41.57,10.35,92.67,3.82,95.1,99.45,1.2
2020010708,140.8,17.05,117.28,12.26,84.7,3.18,100.1,99.52,0.21
2020010709,258.35,91.31,204.28,15.78,67.52,3.69,107.4,99.56,0.17
2020010710,241.7,9.52,208.16,18.65,52.65,3.72,118.9,99.5,0.07
2020010711,177.43,18.46,144.04,20.28,44.91,3.12,133.6,99.35,0.14
2020010712,288.88,142.43,209.31,21.35,40.06,2.67,144.8,99.21,0.19
2020010713,194.02,17.88,160.68,22.06,37.42,2.29,152.2,99.1,0.26
2020010714,171.65,12.62,146.25,21.86,37.79,1.64,149.5,99.02,0.81
2020010715,101.35,7.52,87.28,20.87,43.66,0.88,91.3,98.99,0.67
2020010716,28.9,4.08,26.19,18.04,58.18,2.07,40.1,99.01,0.34
2020010717,0.0,0.0,0.0,16.33,62.9,3.22,41.4,99.06,0.26
2020010718,0.0,0.0,0.0,15.45,69.64,4.55,44.0,99.12,0.19
2020010719,0.0,0.0,0.0,14.19,79.95,4.65,44.0,99.15,0.36
2020010720,0.0,0.0,0.0,13.27,87.8,4.17,48.8,99.17,1.71
2020010721,0.0,0.0,0.0,12.83,91.43,3.61,56.9,99.17,3.74
2020010722,0.0,0.0,0.0,12.54,93.6,2.83,59.9,99.15,3.67
2020010723,0.0,0.0,0.0,12.34,94.6,2.06,56.3,99.13,3.66
2020010800,0.0,0.0,0.0,12.09,95.46,1.57,52.3,99.1,4.71
2020010801,0.0,0.0,0.0,11.89,95.9,1.61,48.0,99.05,7.2
2020010802,0.0,0.0,0.0,11.75,95.81,1.89,47.8,98.99,11.39
2020010803,0.0,0.0,0.0,11.66,95.3,2.25,55.3,98.94,14.6
2020010804,0.0,0.0,0.0,11.55,94.95,2.55,65.6,98.93,14.35
2020010805,0.0,0.0,0.0,11.42,94.65,2.84,74.7,98.98,11.37
2020010806,0.0,0.0,0.0,11.27,94.6,3.05,80.9,99.05,8.14
2020010807,28.17,0.64,24.56,11.55,92.81,3.53,86.7,99.12,5.94
2020010808,65.3,3.02,56.85,12.35,89.77,3.46,92.3,99.21,36.39
2020010809,96.62,7.1,83.14,13.94,82.93,3.63,101.9,99.26,28.44
2020010810,114.43,17.16,94.24,15.84,73.86,3.92,117.3,99.21,16.76
2020010811,86.78,7.34,70.77,17.29,66.39,3.82,131.7,99.08,10.04
2020010812,71.3,5.97,60.39,17.39,65.25,3.02,145.5,98.96,6.61
2020010813,59.17,3.88,50.81,17.13,66.45,1.97,165.6,98.89,6.17
2020010814,54.28,1.21,46.08,16.83,67.79,1.0,201.7,98.86,4.1
2020010815,29.77,0.0,25.83,16.32,71.14,1.0,289.9,98.88,4.59
2020010816,7.57,0.0,6.88,15.14,81.6,1.28,319.7,98.91,9.89
2020010817,0.0,0.0,0.0,13.95,85.71,1.88,328.7,98.98,7.96
2020010818,0.0,0.0,0.0,13.24,88.93,2.34,331.7,99.08,6.6
2020010819,0.0,0.0,0.0,12.43,92.44,2.76,332.1,99.17,5.27
2020010820,0.0,0.0,0.0,11.65,95.43,3.29,330.5,99.24,3.89
2020010821,0.0,0.0,0.0,10.65,98.08,3.54,327.7,99.28,3.16
2020010822,0.0,0.0,0.0,9.79,98.54,3.71,324.0,99.29,2.92
2020010823,0.0,0.0,0.0,9.1,97.86,3.95,321.1,99.26,2.09
2020010900,0.0,0.0,0.0,8.38,97.7,3.99,317.2,99.25,1.13
2020010901,0.0,0.0,0.0,7.85,96.36,4.6,316.9,99.24,0.83
2020010902,0.0,0.0,0.0,7.12,95.94,4.56,318.4,99.21,0.71
2020010903,0.0,0.0,0.0,6.32,95.72,4.14,319.9,99.19,0.47
2020010904,0.0,0.0,0.0,5.54,96.16,3.71,320.1,99.21,0.18
2020010905,0.0,0.0,0.0,4.87,96.97,3.48,318.1,99.29,0.12
2020010906,0.0,0.0,0.0,4.36,97.93,3.43,313.9,99.38,0.11
2020010907,50.15,8.48,44.62,5.47,93.18,4.4,309.7,99.48,0.07
2020010908,128.3,16.15,112.44,7.45,87.53,3.78,306.2,99.58,0.0
2020010909,213.62,26.48,176.86,11.35,67.96,4.88,315.0,99.67,0.0
2020010910,373.98,190.39,248.74,14.27,50.94,5.55,318.6,99.65,0.0
2020010911,411.23,194.35,267.54,15.95,42.0,5.22,317.5,99.58,0.0
2020010912,550.55,471.03,231.26,17.07,35.56,4.87,316.0,99.48,0.0
2020010913,506.88,473.87,221.78,17.48,32.32,4.56,315.4,99.43,0.0
2020010914,388.92,425.14,182.55,17.25,31.41,4.32,315.7,99.4,0.0
2020010915,226.27,305.97,129.77,16.32,32.56,4.09,315.6,99.42,0.0
2020010916,63.0,76.2,49.49,12.92,47.29,2.69,313.6,99.45,0.0
2020010917,0.0,0.0,0.0,9.69,55.45,3.11,312.3,99.5,0.0
2020010918,0.0,0.0,0.0,8.79,57.42,3.23,312.2,99.6,0.0
2020010919,0.0,0.0,0.0,8.03,59.17,3.29,312.9,99.67,0.0
2020010920,0.0,0.0,0.0,7.36,60.88,3.34,315.0,99.72,0.0
2020010921,0.0,0.0,0.0,6.7,62.74,3.38,318.5,99.73,0.0
2020010922,0.0,0.0,0.0,6.06,64.71,3.46,323.0,99.72,0.0
2020010923,0.0,0.0,0.0,5.38,67.27,3.47,327.6,99.67,0.0
2020011000,0.0,0.0,0.0,4.65,70.56,3.36,330.4,99.62,0.0
2020011001,0.0,0.0,0.0,3.92,74.42,3.15,329.9,99.56,0.0
2020011002,0.0,0.0,0.0,3.33,77.54,3.07,325.7,99.5,0.0
2020011003,0.0,0.0,0.0,2.93,79.3,3.12,320.1,99.45,0.0
2020011004,0.0,0.0,0.0,2.63,80.57,3.27,314.0,99.44,0.0
2020011005,0.0,0.0,0.0,2.45,80.99,3.56,307.8,99.49,0.0
2020011006,0.0,0.0,0.0,2.26,81.49,3.73,305.2,99.55,0.0
2020011007,84.0,123.16,67.17,4.14,71.37,4.91,306.4,99.6,0.0
2020011008,255.32,371.52,137.43,6.76,61.46,3.87,305.3,99.66,0.0
2020011009,430.58,557.35,170.95,10.81,48.84,3.67,311.7,99.7,0.0
2020011010,569.53,680.91,166.27,14.74,35.45,5.0,325.1,99.66,0.0
2020011011,601.2,585.19,212.71,16.81,29.69,4.4,321.8,99.57,0.0
2020011012,602.4,601.88,206.16,18.28,25.51,3.68,318.6,99.44,0.0
2020011013,534.03,580.85,186.06,19.03,23.1,3.53,313.5,99.38,0.0
2020011014,404.67,510.47,153.96,18.8,22.99,3.76,306.6,99.38,0.0
2020011015,233.88,358.71,112.68,17.55,26.46,3.33,305.8,99.4,0.0
2020011016,70.43,135.3,46.22,13.26,45.2,2.46,302.5,99.44,0.0
2020011017,0.0,0.0,0.0,10.43,49.11,2.81,302.2,99.5,0.0
2020011018,0.0,0.0,0.0,9.48,51.3,2.83,308.1,99.57,0.0
2020011019,0.0,0.0,0.0,8.49,53.29,2.81,314.6,99.61,0.0
2020011020,0.0,0.0,0.0,7.44,55.1,2.85,319.0,99.63,0.0
2020011021,0.0,0.0,0.0,6.52,57.05,3.0,318.2,99.65,0.0
2020011022,0.0,0.0,0.0,5.87,58.98,3.15,321.1,99.64,0.0
2020011023,0.0,0.0,0.0,5.18,60.77,3.27,323.8,99.61,0.0
2020011100,0.0,0.0,0.0,4.58,62.39,3.27,328.5,99.55,0.0
2020011101,0.0,0.0,0.0,3.95,64.01,3.21,331.0,99.51,0.0
2020011102,0.0,0.0,0.0,3.34,65.57,3.16,331.0,99.47,0.0
2020011103,0.0,0.0,0.0,3.02,66.0,3.05,326.5,99.45,0.0
2020011104,0.0,0.0,0.0,2.36,67.64,3.03,320.6,99.46,0.0
2020011105,0.0,0.0,0.0,2.03,68.16,2.94,314.2,99.51,0.0
2020011106,0.0,0.0,0.0,2.12,66.88,2.81,307.0,99.58,0.0
2020011107,80.15,68.84,62.74,4.89,56.32,3.23,297.7,99.65,0.0
2020011108,241.07,260.88,151.32,7.17,48.92,2.98,284.8,99.7,0.0
2020011109,399.25,446.21,190.47,10.08,42.9,2.34,271.0,99.74,0.0
2020011110,528.97,548.63,200.67,14.79,28.72,3.34,291.8,99.73,0.0
2020011111,605.47,615.73,203.95,17.26,22.97,3.62,297.6,99.65,0.0
2020011112,610.85,667.17,175.38,18.65,21.09,3.34,300.6,99.52,0.0
2020011113,539.3,626.33,170.14,19.54,19.93,2.82,301.4,99.41,0.0
2020011114,408.1,550.76,141.55,19.45,20.17,2.36,297.8,99.34,0.0
2020011115,236.9,393.35,109.06,18.35,26.8,1.76,293.4,99.31,0.0
2020011116,71.38,146.75,46.11,15.25,38.86,1.73,289.6,99.32,0.0
2020011117,0.0,0.0,0.0,13.61,34.77,1.88,292.5,99.37,0.0
2020011118,0.0,0.0,0.0,13.24,34.6,1.71,300.6,99.44,0.0
2020011119,0.0,0.0,0.0,12.54,35.03,1.67,315.0,99.49,0.0
2020011120,0.0,0.0,0.0,11.78,36.16,1.68,328.9,99.54,0.0
2020011121,0.0,0.0,0.0,11.24,37.24,1.61,334.2,99.57,0.0
2020011122,0.0,0.0,0.0,10.43,39.68,1.44,338.8,99.55,0.0
2020011123,0.0,0.0,0.0,10.01,40.92,1.22,336.8,99.49,0.0
2020011200,0.0,0.0,0.0,9.57,41.98,1.14,331.2,99.43,0.0
2020011201,0.0,0.0,0.0,8.69,44.82,1.45,327.1,99.4,0.0
2020011202,0.0,0.0,0.0,7.54,48.76,1.95,327.8,99.37,0.0
2020011203,0.0,0.0,0.0,6.34,53.43,2.31,330.7,99.34,0.0
2020011204,0.0,0.0,0.0,5.85,55.09,2.33,332.9,99.32,0.0
2020011205,0.0,0.0,0.0,5.98,54.1,2.02,330.6,99.35,0.0
2020011206,0.0,0.0,0.0,6.41,51.71,1.63,317.2,99.38,0.0
2020011207,77.62,128.92,56.4,8.0,53.5,1.27,294.1,99.41,0.0
2020011208,242.73,407.56,112.0,10.76,41.11,1.49,264.6,99.43,0.0
2020011209,409.92,568.98,139.07,13.73,35.94,1.55,242.8,99.45,0.0
2020011210,544.78,645.3,161.46,17.79,26.29,2.08,235.2,99.39,0.0
2020011211,580.9,521.95,234.55,19.94,22.69,2.51,239.3,99.28,0.0
2020011212,593.05,588.39,210.64,21.37,20.68,2.69,247.7,99.12,0.0
2020011213,533.38,652.11,179.14,22.14,19.53,2.84,260.1,99.01,0.0
2020011214,407.62,513.0,169.01,22.03,19.65,2.66,270.2,98.94,0.0
2020011215,236.93,350.88,128.12,20.84,25.43,1.49,271.2,98.91,0.0
2020011216,68.2,97.17,53.8,18.99,29.53,0.67,258.0,98.9,0.0
2020011217,0.0,0.0,0.0,17.78,25.81,0.39,188.7,98.95,0.0
2020011218,0.0,0.0,0.0,16.29,28.21,0.99,140.3,99.03,0.0
2020011219,0.0,0.0,0.0,14.03,35.02,1.81,134.6,99.08,0.0
2020011220,0.0,0.0,0.0,12.13,40.33,2.45,133.2,99.09,0.0
2020011221,0.0,0.0,0.0,10.61,45.34,2.86,133.9,99.08,0.0
2020011222,0.0,0.0,0.0,9.57,48.45,3.08,136.6,99.02,0.0
2020011223,0.0,0.0,0.0,8.82,51.06,3.18,140.5,98.93,0.0
2020011300,0.0,0.0,0.0,8.18,52.99,3.18,143.8,98.85,0.0
2020011301,0.0,0.0,0.0,7.63,54.83,3.11,144.4,98.8,0.0
2020011302,0.0,0.0,0.0,7.15,56.63,2.96,144.8,98.74,0.0
2020011303,0.0,0.0,0.0,6.74,58.21,2.86,143.0,98.68,0.0
2020011304,0.0,0.0,0.0,6.39,59.94,2.81,140.5,98.64,0.0
2020011305,0.0,0.0,0.0,6.16,61.59,2.78,140.2,98.67,0.0
2020011306,0.0,0.0,0.0,6.02,63.41,2.79,144.5,98.74,0.0
2020011307,56.5,17.15,50.33,8.69,56.93,3.01,152.5,98.81,0.0
2020011308,148.25,62.32,121.3,11.65,47.77,3.83,153.6,98.87,0.0
2020011309,251.12,104.96,190.49,15.17,41.19,3.56,148.7,98.9,0.0
2020011310,329.5,128.51,234.08,19.43,30.68,4.8,159.6,98.88,0.0
2020011311,367.23,130.37,242.33,22.3,26.51,5.23,168.6,98.77,0.01
2020011312,380.1,78.68,267.02,23.92,27.82,5.36,175.2,98.63,0.03
2020011313,317.73,113.71,224.64,24.8,31.03,5.2,176.4,98.51,0.03
2020011314,239.25,80.1,191.51,25.07,35.2,4.97,173.4,98.44,0.06
2020011315,140.27,45.74,119.67,24.01,43.52,3.6,166.5,98.4,0.04
2020011316,41.12,8.63,38.31,20.67,56.67,2.72,159.6,98.42,0.04
2020011317,0.0,0.0,0.0,18.96,63.36,2.41,171.6,98.51,0.17
2020011318,0.0,0.0,0.0,17.84,72.3,1.7,217.6,98.66,0.43
2020011319,0.0,0.0,0.0,16.62,82.62,1.92,275.7,98.82,0.85
2020011320,0.0,0.0,0.0,15.73,88.07,3.34,308.6,98.92,1.38
2020011321,0.0,0.0,0.0,14.83,90.67,4.03,336.3,98.98,1.56
2020011322,0.0,0.0,0.0,14.15,92.56,4.14,350.0,99.04,1.19
2020011323,0.0,0.0,0.0,13.67,93.99,3.72,357.1,99.05,0.65
2020011400,0.0,0.0,0.0,13.23,94.65,3.1,3.1,99.05,0.34
2020011401,0.0,0.0,0.0,12.5,95.9,2.36,13.2,99.03,0.12
2020011402,0.0,0.0,0.0,11.72,95.55,1.93,25.5,98.99,0.04
2020011403,0.0,0.0,0.0,11.14,95.12,1.65,35.6,98.99,0.01
2020011404,0.0,0.0,0.0,10.48,96.06,1.68,49.1,99.0,0.01
2020011405,0.0,0.0,0.0,9.86,97.47,1.76,60.7,99.07,0.0
2020011406,0.0,0.0,0.0,9.14,99.66,1.77,71.9,99.14,0.0
2020011407,52.92,9.12,47.42,11.04,90.08,1.51,87.7,99.2,0.0
2020011408,154.93,44.78,135.45,13.33,77.41,1.88,102.0,99.25,0.0
2020011409,234.8,73.73,195.79,15.66,65.36,2.26,106.7,99.28,0.0
2020011410,306.3,94.63,217.97,17.73,56.9,2.1,112.1,99.26,0.0
2020011411,332.5,94.22,219.85,19.55,47.87,1.66,117.6,99.16,0.0
2020011412,391.48,135.68,249.03,20.5,42.98,1.09,138.7,99.03,0.0
2020011413,355.12,134.02,233.53,20.89,41.02,0.91,191.4,98.93,0.0
2020011414,262.95,106.83,192.87,20.95,40.79,1.36,235.5,98.88,0.0
2020011415,152.45,59.56,126.76,20.31,42.9,1.96,261.8,98.88,0.0
2020011416,46.0,11.3,41.42,17.35,56.64,2.11,278.2,98.9,0.0
2020011417,0.0,0.0,0.0,14.74,61.59,2.89,287.7,98.95,0.0
2020011418,0.0,0.0,0.0,13.94,62.64,3.26,296.6,99.04,0.0
2020011419,0.0,0.0,0.0,13.32,63.21,3.82,303.7,99.13,0.0
2020011420,0.0,0.0,0.0,12.54,64.6,3.83,310.6,99.19,0.0
2020011421,0.0,0.0,0.0,11.57,67.14,3.54,317.7,99.21,0.0
2020011422,0.0,0.0,0.0,10.7,69.91,3.36,326.4,99.22,0.0
2020011423,0.0,0.0,0.0,9.87,73.62,3.22,336.4,99.2,0.0
2020011500,0.0,0.0,0.0,9.07,79.04,3.07,344.9,99.17,0.0
2020011501,0.0,0.0,0.0,8.32,85.59,2.93,350.2,99.15,0.0
2020011502,0.0,0.0,0.0,7.69,91.74,2.76,350.6,99.13,0.0
