timestamp,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,RH2M,WS10M,WD10M,PS,PRECTOTCORR
2020041007,318.73,283.9,182.22,25.04,42.91,1.67,299.8,98.79,0.0
2020041008,521.92,412.66,247.12,29.69,31.38,2.46,296.6,98.84,0.0
2020041009,710.03,532.5,271.59,33.43,21.82,4.34,310.0,98.87,0.0
2020041010,842.65,600.28,297.78,34.8,20.04,4.8,311.3,98.86,0.0
2020041011,937.7,705.04,252.54,35.26,19.64,5.14,313.3,98.83,0.0
2020041012,933.62,737.32,223.86,35.01,19.57,5.42,316.1,98.78,0.0
2020041013,852.5,713.4,220.64,35.15,18.88,5.42,318.7,98.73,0.0
2020041014,706.35,662.31,200.29,35.45,17.91,4.91,318.6,98.66,0.0
2020041015,511.5,585.06,163.82,34.97,18.07,4.26,315.8,98.6,0.0
2020041016,288.42,421.93,126.55,34.1,19.37,3.54,313.4,98.57,0.0
2020041017,84.18,147.06,57.96,30.79,33.62,2.03,317.6,98.58,0.0
2020041018,0.0,0.0,0.0,28.21,36.32,2.19,325.6,98.62,0.0
2020041019,0.0,0.0,0.0,27.36,36.26,2.23,333.3,98.69,0.0
2020041020,0.0,0.0,0.0,26.53,37.96,2.3,340.5,98.76,0.0
2020041021,0.0,0.0,0.0,25.66,39.46,2.41,346.8,98.81,0.0
2020041022,0.0,0.0,0.0,24.84,41.44,2.49,349.8,98.83,0.0
2020041023,0.0,0.0,0.0,24.29,43.65,2.42,349.8,98.83,0.0
2020041100,0.0,0.0,0.0,23.96,45.78,2.24,347.1,98.79,0.0
2020041101,0.0,0.0,0.0,23.33,48.52,2.15,343.0,98.77,0.0
2020041102,0.0,0.0,0.0,22.43,52.05,2.2,345.8,98.77,0.0
2020041103,0.0,0.0,0.0,21.59,55.29,2.19,356.3,98.79,0.0
2020041104,0.0,0.0,0.0,21.03,57.38,2.05,6.4,98.85,0.0
2020041105,8.07,1.47,10.27,20.95,56.74,1.71,16.3,98.9,0.0
2020041106,137.35,238.44,81.57,23.02,52.62,1.18,25.7,98.97,0.0
2020041107,353.5,472.13,144.09,25.5,44.18,0.45,32.3,99.04,0.0
2020041108,570.88,617.02,165.33,30.71,30.78,0.6,225.7,99.1,0.0
2020041109,756.33,706.4,183.43,34.76,21.62,1.71,233.3,99.12,0.0
2020041110,883.95,753.39,192.16,36.41,19.37,2.06,249.5,99.09,0.0
2020041111,927.8,698.55,244.63,37.62,17.98,2.51,263.1,99.02,0.0
2020041112,913.38,683.64,255.13,38.25,17.24,3.02,273.0,98.91,0.0
2020041113,839.65,692.06,218.14,38.01,17.2,3.66,283.8,98.78,0.0
2020041114,689.8,612.59,218.51,37.38,17.64,4.5,295.3,98.7,0.0
2020041115,472.98,409.11,227.95,36.74,18.31,5.35,302.4,98.66,0.0
2020041116,263.92,250.98,164.02,35.47,19.96,5.78,308.9,98.65,0.0
2020041117,76.93,50.51,65.49,32.26,27.25,3.89,314.4,98.66,0.0
2020041118,0.0,0.0,0.0,29.13,34.65,3.67,319.4,98.68,0.0
2020041119,0.0,0.0,0.0,28.2,36.46,4.16,324.1,98.71,0.0
2020041120,0.0,0.0,0.0,27.21,38.78,4.35,326.8,98.75,0.0
2020041121,0.0,0.0,0.0,26.12,41.35,4.27,327.1,98.75,0.0
2020041122,0.0,0.0,0.0,25.12,43.72,4.23,325.9,98.75,0.0
2020041123,0.0,0.0,0.0,24.26,46.07,4.25,326.8,98.73,0.0
2020041200,0.0,0.0,0.0,23.48,48.59,4.16,327.3,98.7,0.0
2020041201,0.0,0.0,0.0,22.77,51.21,3.99,324.3,98.66,0.0
2020041202,0.0,0.0,0.0,22.09,53.77,3.6,321.1,98.62,0.0
2020041203,0.0,0.0,0.0,21.45,56.09,3.22,319.0,98.61,0.0
2020041204,0.0,0.0,0.0,20.96,57.88,3.01,316.5,98.64,0.0
2020041205,8.8,0.51,12.2,20.66,59.31,2.74,313.1,98.69,0.0
2020041206,135.98,185.33,100.54,23.1,51.97,3.54,307.6,98.75,0.0
2020041207,348.27,380.85,185.95,25.6,45.81,2.91,293.9,98.79,0.0
2020041208,562.65,554.16,211.28,29.89,35.67,3.57,299.5,98.82,0.0
2020041209,732.42,661.64,299.19,33.2,27.68,5.4,304.1,98.83,0.0
2020041210,877.8,649.42,280.71,34.93,24.4,5.69,300.5,98.79,0.0
2020041211,969.08,820.24,183.86,36.43,21.47,5.69,300.2,98.71,0.0
2020041212,945.58,773.51,216.21,37.57,19.16,5.52,300.8,98.6,0.0
2020041213,862.83,734.11,217.16,38.17,17.66,5.37,301.9,98.47,0.0
2020041214,718.25,693.31,199.84,38.27,16.82,5.5,303.7,98.37,0.0
2020041215,508.08,542.39,203.84,37.63,17.05,5.64,305.7,98.32,0.0
2020041216,285.38,353.98,162.22,36.22,18.25,5.59,307.6,98.32,0.0
2020041217,84.03,89.02,65.93,32.66,25.61,3.7,308.6,98.36,0.0
2020041218,0.0,0.0,0.0,29.12,32.18,3.71,310.1,98.43,0.0
2020041219,0.0,0.0,0.0,28.15,33.12,3.98,310.0,98.51,0.0
2020041220,0.0,0.0,0.0,27.26,34.87,4.03,308.5,98.57,0.0
2020041221,0.0,0.0,0.0,26.29,37.88,3.91,306.4,98.58,0.0
2020041222,0.0,0.0,0.0,25.04,42.67,3.76,306.1,98.58,0.0
2020041223,0.0,0.0,0.0,24.1,47.47,3.53,307.9,98.54,0.0
2020041300,0.0,0.0,0.0,23.37,51.7,3.29,309.4,98.49,0.0
2020041301,0.0,0.0,0.0,22.78,55.08,3.1,309.5,98.45,0.0
2020041302,0.0,0.0,0.0,22.2,58.15,2.8,307.6,98.42,0.0
2020041303,0.0,0.0,0.0,21.64,60.95,2.6,303.4,98.4,0.0
2020041304,0.0,0.0,0.0,21.23,63.2,2.55,297.9,98.44,0.0
2020041305,9.43,1.35,12.01,21.11,64.32,2.47,293.1,98.49,0.0
2020041306,140.4,217.97,88.31,23.9,55.33,3.24,290.2,98.55,0.0
2020041307,352.9,441.16,155.63,26.8,47.7,2.38,284.9,98.6,0.0
2020041308,563.22,558.01,201.2,32.37,33.2,2.99,303.7,98.62,0.0
2020041309,749.6,643.68,225.28,35.43,27.5,3.42,310.5,98.62,0.0
2020041310,852.28,621.83,289.38,37.13,24.7,3.56,309.2,98.57,0.0
2020041311,907.2,603.89,303.63,38.4,22.28,3.95,306.1,98.49,0.0
2020041312,856.72,1083.16,477.8,39.26,20.68,4.45,304.9,98.39,0.0
2020041313,831.83,642.5,275.67,39.64,19.72,4.94,304.9,98.28,0.0
2020041314,655.55,468.59,284.79,39.37,19.55,5.55,305.7,98.19,0.0
2020041315,469.4,364.68,241.68,38.44,20.24,6.09,307.7,98.14,0.0
2020041316,255.23,202.61,174.66,37.41,21.57,6.4,309.9,98.14,0.0
2020041317,74.03,29.18,65.25,34.88,26.84,4.82,312.1,98.19,0.0
2020041318,0.0,0.0,0.0,31.2,35.72,3.8,314.5,98.25,0.0
2020041319,0.0,0.0,0.0,30.04,39.18,3.69,319.0,98.3,0.0
2020041320,0.0,0.0,0.0,29.13,42.15,3.67,325.9,98.34,0.0
2020041321,0.0,0.0,0.0,28.31,44.91,3.63,332.6,98.37,0.0
2020041322,0.0,0.0,0.0,27.33,48.46,3.27,339.6,98.39,0.0
2020041323,0.0,0.0,0.0,26.52,51.58,2.88,346.7,98.38,0.0
2020041400,0.0,0.0,0.0,26.14,53.15,2.55,354.6,98.36,0.0
2020041401,0.0,0.0,0.0,26.32,52.72,2.08,3.6,98.35,0.0
2020041402,0.0,0.0,0.0,26.75,52.02,1.63,15.7,98.35,0.0
2020041403,0.0,0.0,0.0,27.0,51.26,1.25,27.2,98.35,0.0
2020041404,0.0,0.0,0.0,26.9,51.54,0.92,26.6,98.39,0.0
2020041405,7.7,0.0,9.82,26.53,53.61,0.79,359.3,98.45,0.0
2020041406,104.05,8.87,87.27,26.85,53.75,1.0,336.5,98.53,0.0
2020041407,252.4,37.09,212.75,27.52,49.21,1.33,332.3,98.59,0.0
2020041408,426.7,117.49,294.02,29.93,43.0,0.94,323.3,98.63,0.0
2020041409,648.53,462.74,384.27,35.28,29.33,1.05,292.9,98.66,0.0
2020041410,659.47,208.66,397.07,37.7,24.49,1.55,290.0,98.62,0.0
2020041411,674.42,167.3,436.8,39.02,22.12,1.59,282.4,98.55,0.0
2020041412,773.1,335.03,398.03,39.9,20.46,1.76,279.5,98.46,0.0
2020041413,782.25,501.4,308.87,40.26,19.55,1.75,277.6,98.34,0.0
2020041414,612.2,357.53,301.06,40.23,19.1,1.85,273.1,98.26,0.0
2020041415,426.2,256.3,255.09,39.66,19.17,2.06,263.9,98.22,0.0
2020041416,228.75,111.4,187.61,38.57,20.09,2.1,251.4,98.2,0.0
2020041417,71.53,21.12,65.94,35.67,33.14,1.32,240.5,98.23,0.0
2020041418,0.0,0.0,0.0,33.58,33.08,1.33,232.4,98.29,0.0
2020041419,0.0,0.0,0.0,32.61,32.74,1.23,232.6,98.37,0.0
2020041420,0.0,0.0,0.0,31.68,32.12,1.21,247.1,98.44,0.0
2020041421,0.0,0.0,0.0,30.5,32.9,1.33,272.2,98.5,0.0
2020041422,0.0,0.0,0.0,29.07,37.06,1.56,293.8,98.54,0.0
2020041423,0.0,0.0,0.0,28.57,38.23,1.41,318.2,98.56,0.0
2020041500,0.0,0.0,0.0,28.4,37.27,1.12,356.9,98.55,0.0
2020041501,0.0,0.0,0.0,27.89,38.13,1.03,48.6,98.51,0.0
2020041502,0.0,0.0,0.0,27.44,39.83,0.99,95.2,98.5,0.0
2020041503,0.0,0.0,0.0,26.86,40.55,1.12,155.3,98.51,0.0
2020041504,0.0,0.0,0.0,25.59,45.02,1.7,198.9,98.56,0.0
2020041505,9.3,0.0,9.76,24.27,47.96,2.17,227.6,98.62,0.0
2020041506,111.62,13.56,95.1,26.39,42.44,2.05,248.8,98.69,0.0
2020041507,254.73,40.61,213.97,29.23,30.56,2.53,262.3,98.72,0.0
2020041508,413.23,97.41,295.63,33.78,20.29,2.77,278.9,98.74,0.0
2020041509,563.95,124.38,381.37,37.2,14.27,2.9,281.9,98.72,0.0
2020041510,729.1,337.92,408.06,38.73,12.15,2.91,281.1,98.65,0.0
2020041511,863.17,508.74,343.24,39.33,11.35,2.98,282.6,98.55,0.0
2020041512,849.2,460.75,390.02,40.01,10.85,3.03,284.9,98.43,0.0
2020041513,764.0,565.92,254.16,40.41,10.61,3.21,288.5,98.32,0.0
2020041514,670.53,563.38,238.92,40.24,10.67,3.72,290.3,98.21,0.0
2020041515,503.58,520.53,188.1,39.51,11.13,4.14,292.6,98.15,0.0
2020041516,294.2,415.63,136.48,38.17,12.43,4.07,295.9,98.12,0.0
2020041517,94.5,167.64,63.07,34.14,24.86,2.52,301.9,98.12,0.0
2020041518,0.0,0.0,0.0,30.66,30.69,2.87,309.1,98.16,0.0
2020041519,0.0,0.0,0.0,29.47,32.26,2.92,315.4,98.22,0.0
2020041520,0.0,0.0,0.0,28.49,33.92,2.88,320.8,98.26,0.0
2020041521,0.0,0.0,0.0,27.9,34.94,2.64,324.3,98.26,0.0
2020041522,0.0,0.0,0.0,27.22,35.92,2.53,322.5,98.26,0.0
2020041523,0.0,0.0,0.0,26.09,38.12,2.71,318.1,98.27,0.0
2020041600,0.0,0.0,0.0,25.05,39.95,2.91,318.2,98.25,0.0
2020041601,0.0,0.0,0.0,24.17,41.63,3.04,322.1,98.22,0.0
2020041602,0.0,0.0,0.0,23.36,43.8,3.1,331.4,98.19,0.0
2020041603,0.0,0.0,0.0,22.67,46.63,3.07,340.0,98.19,0.0
2020041604,0.0,0.0,0.0,22.08,50.17,2.98,345.2,98.22,0.0
2020041605,11.38,2.9,15.03,21.85,53.18,2.82,348.1,98.27,0.0
2020041606,135.62,139.23,100.82,24.57,46.77,3.87,347.8,98.35,0.0
2020041607,317.1,232.09,224.13,27.51,41.25,3.2,341.6,98.43,0.0
2020041608,524.6,289.39,358.14,33.1,29.07,3.1,338.0,98.48,0.0
2020041609,632.35,273.51,469.33,36.8,21.78,3.31,329.9,98.5,0.0
2020041610,765.92,317.72,464.64,38.26,20.18,3.41,317.6,98.48,0.0
2020041611,866.95,485.86,369.13,39.11,19.29,3.96,309.0,98.41,0.0
2020041612,862.95,459.03,413.62,39.59,18.72,4.71,305.3,98.33,0.0
2020041613,842.03,628.75,265.56,39.84,18.32,5.07,306.1,98.21,0.0
2020041614,698.83,588.05,233.87,39.63,18.23,5.31,306.5,98.1,0.0
2020041615,488.17,412.93,219.59,38.88,18.51,5.54,307.3,98.03,0.0
2020041616,267.62,246.31,177.06,37.74,19.11,5.83,308.2,98.02,0.0
2020041617,84.12,54.43,73.63,34.98,23.52,4.26,311.6,98.08,0.0
2020041618,0.0,0.0,0.0,30.95,30.91,3.61,320.3,98.16,0.0
2020041619,0.0,0.0,0.0,29.57,31.29,3.8,324.2,98.23,0.0
2020041620,0.0,0.0,0.0,28.62,30.68,3.98,327.1,98.28,0.0
2020041621,0.0,0.0,0.0,27.9,29.87,4.18,330.3,98.3,0.0
2020041622,0.0,0.0,0.0,27.07,29.78,4.39,332.6,98.3,0.0
2020041623,0.0,0.0,0.0,26.24,30.49,4.32,334.6,98.28,0.0
2020041700,0.0,0.0,0.0,25.39,32.34,3.74,336.5,98.24,0.0
2020041701,0.0,0.0,0.0,24.73,34.67,3.26,337.3,98.19,0.0
2020041702,0.0,0.0,0.0,24.19,36.89,3.03,338.5,98.15,0.0
2020041703,0.0,0.0,0.0,23.79,39.17,2.92,336.3,98.16,0.0
2020041704,0.0,0.0,0.0,23.58,40.91,2.99,334.5,98.19,0.0
2020041705,7.3,0.0,8.69,23.29,43.46,2.84,335.9,98.23,0.0
2020041706,90.03,13.86,77.0,24.31,41.31,3.41,332.2,98.3,0.0
2020041707,218.02,31.83,177.54,25.63,39.17,2.76,325.8,98.38,0.0
2020041708,352.1,73.68,250.8,28.15,35.4,1.48,327.2,98.44,1.02
2020041709,527.9,259.77,306.65,32.02,24.18,2.02,348.6,98.48,0.14
2020041710,802.78,462.92,347.6,33.88,19.29,1.78,343.0,98.48,0.02
2020041711,964.5,764.32,222.33,35.53,18.06,1.51,309.4,98.43,0.02
2020041712,914.88,658.86,288.83,37.31,16.64,1.61,280.8,98.34,0.0
2020041713,834.12,625.8,260.32,38.1,15.78,1.84,262.8,98.21,0.0
2020041714,695.53,576.87,235.57,38.18,15.43,1.92,254.6,98.09,0.0
2020041715,484.33,430.89,211.82,37.62,15.66,1.9,252.9,98.03,0.0
2020041716,249.07,220.87,162.92,36.59,16.66,1.4,258.4,98.0,0.0
2020041717,75.05,33.52,67.01,34.82,23.68,0.08,0.0,98.0,0.0
2020041718,0.0,0.0,0.0,31.61,30.14,1.52,80.9,98.04,0.0
2020041719,0.0,0.0,0.0,29.23,34.74,2.57,96.9,98.09,0.0
2020041720,0.0,0.0,0.0,27.82,35.48,2.98,111.2,98.16,0.0
2020041721,0.0,0.0,0.0,26.5,36.29,3.1,121.5,98.22,0.0
2020041722,0.0,0.0,0.0,25.48,37.16,3.13,128.0,98.25,0.0
2020041723,0.0,0.0,0.0,24.6,38.51,3.08,131.0,98.27,0.01
2020041800,0.0,0.0,0.0,24.34,40.14,2.81,134.0,98.26,3.76
2020041801,0.0,0.0,0.0,24.08,43.54,2.49,138.4,98.26,3.75
2020041802,0.0,0.0,0.0,23.79,46.32,2.29,134.3,98.26,3.73
2020041803,0.0,0.0,0.0,23.41,47.62,2.29,123.1,98.29,0.0
2020041804,0.0,0.0,0.0,22.39,48.83,2.52,116.9,98.34,0.0
2020041805,11.95,0.0,14.78,21.89,49.49,2.6,114.8,98.41,0.0
2020041806,132.55,107.5,107.84,24.62,40.22,2.96,111.6,98.49,0.0
2020041807,302.77,213.32,207.93,27.58,31.87,3.03,103.8,98.54,0.0
2020041808,529.05,354.6,306.97,32.25,23.21,1.25,104.8,98.57,0.0
2020041809,714.55,429.91,339.6,36.25,17.51,2.17,271.8,98.58,0.0
2020041810,821.65,401.7,428.74,37.58,16.18,2.8,268.2,98.53,0.0
2020041811,844.2,341.32,439.67,38.49,15.49,3.4,264.8,98.46,0.0
2020041812,813.97,401.54,506.09,38.79,15.32,4.02,265.6,98.38,0.0
2020041813,677.47,258.03,407.22,38.13,15.91,4.49,269.7,98.3,0.0
2020041814,513.28,126.2,366.84,37.14,16.92,4.67,276.9,98.24,0.0
2020041815,383.23,134.06,263.5,36.15,18.14,4.67,287.1,98.19,0.05
2020041816,207.75,80.22,173.46,34.74,21.22,3.82,298.0,98.19,0.01
2020041817,66.25,16.85,59.76,32.28,28.49,2.89,309.0,98.22,0.01
2020041818,0.0,0.0,0.0,29.75,33.44,3.18,313.9,98.26,0.02
2020041819,0.0,0.0,0.0,28.24,36.11,3.34,314.8,98.33,0.09
2020041820,0.0,0.0,0.0,27.19,39.15,3.29,314.6,98.38,1.53
2020041821,0.0,0.0,0.0,26.18,43.31,3.15,316.3,98.4,8.68
2020041822,0.0,0.0,0.0,25.34,47.89,3.02,319.3,98.4,16.87
2020041823,0.0,0.0,0.0,24.54,52.86,2.92,323.5,98.39,10.86
2020041900,0.0,0.0,0.0,23.84,56.96,2.85,328.8,98.37,10.77
2020041901,0.0,0.0,0.0,23.33,60.56,2.79,335.0,98.33,11.54
2020041902,0.0,0.0,0.0,22.98,63.24,2.73,340.8,98.32,6.02
2020041903,0.0,0.0,0.0,22.67,64.61,2.7,344.5,98.33,1.02
2020041904,0.0,0.0,0.0,22.19,65.73,2.67,345.9,98.36,3.31
2020041905,13.52,0.0,16.45,22.0,66.35,2.56,344.4,98.41,0.0
2020041906,135.05,44.67,117.75,23.9,57.97,3.51,339.7,98.47,0.0
2020041907,307.85,141.64,240.02,26.38,50.13,3.24,329.6,98.52,0.0
2020041908,502.85,240.94,304.04,31.46,31.71,3.35,314.5,98.56,0.0
2020041909,706.03,373.07,348.12,33.49,27.68,3.16,295.1,98.58,0.0
2020041910,847.78,555.01,344.7,34.85,25.18,3.35,280.7,98.53,0.0
2020041911,921.1,586.54,318.53,35.86,23.1,3.71,273.6,98.45,0.0
2020041912,885.62,503.87,381.52,36.49,21.43,4.07,272.1,98.35,0.0
2020041913,812.17,543.2,330.85,36.78,20.21,4.5,274.6,98.25,0.0
2020041914,707.1,607.21,228.35,36.66,19.64,4.68,281.6,98.17,0.0
2020041915,466.4,432.86,192.64,36.03,19.88,4.72,290.6,98.14,0.0
2020041916,269.4,312.96,142.94,34.88,21.01,4.73,300.8,98.14,0.0
2020041917,92.35,115.83,70.35,32.38,27.38,3.34,311.5,98.17,0.0
2020041918,0.0,0.0,0.0,28.51,38.04,3.05,323.1,98.24,0.0
2020041919,0.0,0.0,0.0,27.39,40.0,3.26,331.8,98.32,0.0
2020041920,0.0,0.0,0.0,26.52,41.81,3.3,337.6,98.38,0.0
2020041921,0.0,0.0,0.0,25.64,43.53,3.24,341.6,98.42,0.0
2020041922,0.0,0.0,0.0,24.78,45.12,3.18,344.7,98.43,0.0
2020041923,0.0,0.0,0.0,24.01,46.31,3.2,346.1,98.44,0.0
2020042000,0.0,0.0,0.0,23.28,47.35,3.27,346.2,98.42,0.02
2020042001,0.0,0.0,0.0,22.61,48.5,3.33,346.6,98.41,0.02
2020042002,0.0,0.0,0.0,21.92,50.33,3.15,351.0,98.38,0.02
2020042003,0.0,0.0,0.0,21.64,51.73,2.85,357.6,98.36,0.0
2020042004,0.0,0.0,0.0,21.61,52.79,2.57,7.8,98.35,0.0
2020042005,12.23,1.62,15.03,21.67,53.74,2.35,26.0,98.33,0.0
2020042006,92.07,54.85,79.35,23.97,46.62,2.8,39.8,98.4,0.0
2020042007,203.7,61.51,159.36,25.38,43.68,1.65,26.6,98.52,0.0
2020042008,190.75,0.0,161.03,26.11,43.85,1.55,320.2,98.58,0.0
2020042009,226.1,0.0,185.68,26.61,43.89,6.22,278.9,98.71,0.0
2020042010,418.25,102.36,268.43,24.61,52.72,9.98,270.9,98.84,0.0
2020042011,619.0,167.09,378.29,22.83,62.29,10.52,261.1,98.92,0.0
2020042012,571.97,106.81,378.76,23.46,57.74,7.53,238.4,98.94,0.0
2020042013,456.92,134.57,283.79,25.35,46.35,4.93,190.3,98.78,0.0
2020042014,371.67,97.01,240.75,28.92,33.91,4.31,164.7,98.6,0.0
2020042015,266.12,117.06,173.57,29.72,31.41,3.39,177.1,98.52,0.0
2020042016,175.2,39.09,152.72,29.33,32.49,2.83,190.4,98.47,0.01
2020042017,59.17,5.35,52.92,27.72,42.49,1.59,197.5,98.46,0.07
2020042018,0.0,0.0,0.0,25.92,48.12,1.7,184.7,98.47,0.25
2020042019,0.0,0.0,0.0,25.28,50.48,1.88,178.8,98.5,0.42
2020042020,0.0,0.0,0.0,24.58,52.61,2.0,186.3,98.54,0.39
2020042021,0.0,0.0,0.0,23.71,54.37,2.1,202.4,98.57,0.28
2020042022,0.0,0.0,0.0,22.98,56.66,2.21,222.4,98.58,0.23
2020042023,0.0,0.0,0.0,22.35,59.73,2.28,239.9,98.56,0.05
2020042100,0.0,0.0,0.0,21.91,62.87,2.27,253.1,98.52,0.01
2020042101,0.0,0.0,0.0,21.5,65.89,2.21,258.2,98.46,0.01
2020042102,0.0,0.0,0.0,21.12,68.61,2.13,261.6,98.44,0.01
2020042103,0.0,0.0,0.0,20.81,71.02,2.04,266.4,98.45,0.01
2020042104,0.0,0.0,0.0,20.5,73.33,1.96,271.8,98.49,0.0
2020042105,14.65,0.85,16.03,20.46,74.4,1.83,273.4,98.56,0.0
2020042106,147.5,138.46,103.81,22.9,65.15,2.17,271.3,98.63,0.02
2020042107,349.62,336.36,174.3,26.67,50.57,1.79,259.1,98.68,0.13
2020042108,561.65,455.75,237.15,29.75,39.74,1.84,251.3,98.72,0.0
2020042109,762.7,607.44,240.28,31.37,35.1,2.14,259.2,98.72,0.0
2020042110,872.03,592.84,309.16,32.65,31.63,2.58,267.8,98.71,0.0
2020042111,900.67,525.82,352.06,33.69,28.8,3.01,274.0,98.65,0.0
2020042112,857.35,483.13,352.01,34.35,27.05,3.16,280.8,98.57,0.0
2020042113,702.42,534.49,273.1,34.8,25.88,3.37,285.7,98.47,0.0
2020042114,619.8,304.1,377.37,34.74,25.18,3.85,286.0,98.37,0.0
2020042115,448.83,226.79,285.25,34.24,25.03,4.39,285.2,98.31,0.0
2020042116,253.88,162.3,191.45,33.25,25.99,4.69,285.2,98.29,0.0
2020042117,87.53,71.71,74.2,31.58,29.94,3.52,285.7,98.31,0.0
2020042118,0.0,0.0,0.0,28.71,38.71,2.7,290.2,98.34,0.0
2020042119,0.0,0.0,0.0,27.84,39.67,2.84,299.3,98.41,0.0
2020042120,0.0,0.0,0.0,27.14,40.17,2.91,310.7,98.47,0.0
2020042121,0.0,0.0,0.0,26.3,41.03,2.99,321.0,98.5,0.0
2020042122,0.0,0.0,0.0,25.23,42.6,3.06,328.9,98.5,0.0
2020042123,0.0,0.0,0.0,23.79,45.52,3.08,335.8,98.48,0.0
2020042200,0.0,0.0,0.0,22.63,48.4,3.0,341.6,98.44,0.0
2020042201,0.0,0.0,0.0,21.73,51.16,2.87,345.9,98.38,0.0
2020042202,0.0,0.0,0.0,20.98,53.8,2.68,351.8,98.35,0.0
2020042203,0.0,0.0,0.0,20.39,55.97,2.53,357.3,98.32,0.0
2020042204,0.0,0.0,0.0,20.01,57.45,2.28,0.5,98.34,0.0
2020042205,17.85,20.52,16.56,20.38,56.43,1.74,2.6,98.38,0.0
2020042206,180.1,354.68,80.87,23.1,49.1,1.23,6.5,98.45,0.0
2020042207,405.02,588.87,121.13,26.06,41.57,0.18,29.4,98.51,0.0
2020042208,622.97,716.01,140.48,30.94,27.14,1.74,284.3,98.57,0.0
2020042209,801.9,782.93,156.44,32.88,22.91,2.48,282.6,98.58,0.0
2020042210,927.33,831.97,153.37,34.36,20.56,2.64,285.4,98.53,0.0
2020042211,949.65,750.88,195.78,35.53,18.88,3.0,292.1,98.46,0.0
2020042212,938.78,712.55,240.26,36.41,17.68,3.36,299.2,98.35,0.0
2020042213,831.97,905.33,310.48,36.85,17.07,3.72,302.9,98.24,0.0
2020042214,664.03,426.64,328.95,36.72,17.02,4.08,302.8,98.14,0.0
2020042215,512.03,531.18,185.47,36.27,17.25,4.31,302.3,98.1,0.0
2020042216,288.95,377.71,148.34,35.31,18.19,4.46,302.1,98.09,0.0
2020042217,96.4,125.3,76.37,32.92,24.03,3.06,304.4,98.13,0.0
2020042218,0.0,0.0,0.0,28.82,34.6,2.85,312.2,98.22,0.0
2020042219,0.0,0.0,0.0,27.56,37.13,2.86,321.8,98.29,0.0
2020042220,0.0,0.0,0.0,27.04,38.83,2.75,333.0,98.34,0.0
2020042221,0.0,0.0,0.0,26.2,40.71,2.7,343.2,98.36,0.0
2020042222,0.0,0.0,0.0,25.41,42.32,2.6,351.2,98.35,0.0
2020042223,0.0,0.0,0.0,24.99,43.14,2.42,359.5,98.33,0.0
2020042300,0.0,0.0,0.0,24.83,43.78,2.25,6.9,98.3,1.36
2020042301,0.0,0.0,0.0,24.73,44.83,2.11,12.9,98.27,1.36
2020042302,0.0,0.0,0.0,24.88,45.07,1.83,10.1,98.25,1.36
2020042303,0.0,0.0,0.0,25.22,44.27,1.36,340.6,98.26,0.0
2020042304,0.0,0.0,0.0,25.03,44.44,1.12,285.5,98.29,0.0
2020042305,13.57,0.58,16.69,24.12,48.55,1.48,246.5,98.32,0.04
2020042306,133.82,62.54,118.81,25.04,46.98,2.13,245.0,98.4,0.16
2020042307,301.45,191.49,200.66,26.18,41.09,3.02,245.6,98.48,0.19
2020042308,470.05,278.64,249.89,28.13,35.34,2.45,237.2,98.51,0.0
2020042309,609.72,235.44,364.78,30.76,28.64,2.07,233.2,98.51,0.0
2020042310,703.83,252.88,397.39,33.0,23.79,2.36,239.2,98.49,0.01
2020042311,713.75,368.24,308.42,34.26,21.64,3.66,251.0,98.46,0.01
2020042312,357.98,98.77,221.92,34.82,20.96,5.42,240.5,98.37,0.01
2020042313,315.95,34.31,243.8,34.4,22.12,5.96,230.4,98.25,0.0
2020042314,327.7,73.12,233.45,33.99,23.73,5.81,228.1,98.17,0.0
2020042315,271.35,148.79,189.78,33.84,24.57,5.98,228.1,98.11,0.0
2020042316,170.05,65.36,143.46,33.05,25.82,5.99,228.7,98.08,0.0
2020042317,66.45,28.34,59.16,31.2,29.35,4.84,226.8,98.07,0.0
2020042318,0.0,0.0,0.0,27.72,37.93,3.51,222.9,98.1,0.0
2020042319,0.0,0.0,0.0,26.93,40.02,3.38,221.3,98.17,0.0
2020042320,0.0,0.0,0.0,26.29,41.72,3.24,221.9,98.24,0.0
2020042321,0.0,0.0,0.0,25.46,43.69,3.15,224.1,98.25,0.0
2020042322,0.0,0.0,0.0,24.75,45.42,3.01,227.4,98.25,0.0
2020042323,0.0,0.0,0.0,24.19,46.85,2.79,232.0,98.22,0.0
2020042400,0.0,0.0,0.0,23.94,47.28,2.42,236.3,98.18,0.03
2020042401,0.0,0.0,0.0,24.25,46.6,1.9,238.3,98.14,0.03
2020042402,0.0,0.0,0.0,24.58,45.72,1.3,230.3,98.1,0.03
2020042403,0.0,0.0,0.0,24.31,46.36,1.02,195.4,98.1,0.0
2020042404,0.0,0.0,0.0,23.15,49.18,1.46,170.2,98.13,0.0
2020042405,18.55,8.21,18.1,22.06,52.64,2.0,167.0,98.21,0.0
2020042406,170.25,243.99,96.74,24.59,45.07,3.15,168.7,98.29,0.0
2020042407,378.83,425.96,159.65,27.8,36.98,3.69,173.3,98.37,0.0
2020042408,591.88,553.76,203.54,31.74,29.19,3.23,189.4,98.4,0.0
2020042409,769.83,638.56,219.99,34.32,24.65,2.31,206.2,98.4,0.0
