timestamp,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,RH2M,WS10M,WD10M,PS,PRECTOTCORR,solar_zenith,solar_azimuth,poa_global,cell_temperature,dc_power_w,ac_power_w,PV_Power_kW
2020-01-02 00:00:00+00:00,0.0,0.0,0.0,6.74,79.91,3.07,108.8,99.74,0.0,112.21888259172084,104.924478474068,0.0,6.74,0.0,0.0,0.0
2020-01-02 01:00:00+00:00,0.0,0.0,0.0,6.38,84.21,2.95,110.2,99.71,0.0,99.69677373008037,110.97001220459794,0.0,6.38,0.0,0.0,0.0
2020-01-02 02:00:00+00:00,0.0,0.0,0.0,5.99,88.69,2.77,113.0,99.67,0.0,87.44954511824272,117.82702918100415,0.0,5.99,0.0,0.0,0.0
2020-01-02 03:00:00+00:00,0.0,0.0,0.0,5.58,93.51,2.52,119.0,99.65,0.0,76.45719073162368,126.00489449454722,0.0,5.58,0.0,0.0,0.0
2020-01-02 04:00:00+00:00,0.0,0.0,0.0,5.35,97.89,2.23,121.6,99.68,0.0,66.54170443420597,136.1110681767894,0.0,5.35,0.0,0.0,0.0
2020-01-02 05:00:00+00:00,0.0,0.0,0.0,5.2,100.0,1.97,115.3,99.75,0.0,58.49857040285875,148.76449764674408,0.0,5.2,0.0,0.0,0.0
2020-01-02 06:00:00+00:00,0.0,0.0,0.0,5.07,100.0,1.72,100.1,99.83,0.0,53.21667725745413,164.19167348620044,0.0,5.07,0.0,0.0,0.0
2020-01-02 07:00:00+00:00,69.65,55.67,60.33,6.46,96.15,1.62,78.3,99.92,0.0,51.56358576090018,181.5101295446348,108.83915898366496,9.476539516409419,577.987002589328,461.9292428685865,0.46192924286858655
2020-01-02 08:00:00+00:00,213.8,220.04,135.29,9.01,82.8,1.89,69.8,99.99,0.0,53.87724059961367,198.63247744619926,324.10360193670147,17.555323245781473,1668.7749407094402,1376.3331580199522,1.3763331580199523
2020-01-02 09:00:00+00:00,346.38,326.55,176.15,12.82,68.6,1.93,90.0,100.04,0.0,59.69468327478971,213.61374091120547,426.62544846700644,23.9878546345928,2141.7633817436454,1770.7847584635256,1.7707847584635257
2020-01-02 10:00:00+00:00,458.55,382.34,222.47,16.78,56.19,3.21,115.3,99.98,0.0,68.11378160390835,225.80256900584746,458.1140515880793,26.53615787385914,2276.4955477909457,1882.9181984474765,1.8829181984474765
2020-01-02 11:00:00+00:00,481.85,319.93,242.03,18.48,51.67,3.99,122.3,99.82,0.06,78.27200221668502,235.53911189588626,375.5482522145289,25.661808401627198,1872.7704413020049,1546.6087642528169,1.5466087642528168
2020-01-02 12:00:00+00:00,486.3,340.01,240.94,19.33,49.77,4.12,123.7,99.66,0.17,89.26542740537688,243.45784468225742,309.1263934447976,25.14274432586192,1544.7494464512197,1272.6958125555484,1.2726958125555483
2020-01-02 13:00:00+00:00,435.58,357.08,214.77,19.65,49.28,3.93,121.8,99.54,0.24,101.79170902840445,250.15092579930757,208.57353819696948,23.670214223976497,1048.4148534718317,857.097397962307,0.857097397962307
2020-01-02 14:00:00+00:00,318.83,280.71,183.63,19.58,49.67,3.28,117.2,99.48,0.12,114.38456322794207,256.11541218656646,177.54781060944092,23.32295482277804,893.6941670373822,727.2647232642828,0.7272647232642828
2020-01-02 15:00:00+00:00,169.07,156.98,113.41,18.9,52.18,2.44,107.6,99.46,0.01,127.29815346503733,261.82295912501786,109.2462995624831,21.520468883426155,553.8340157863797,441.6071267369453,0.4416071267369453
2020-01-02 16:00:00+00:00,39.42,21.13,39.46,16.65,61.73,1.51,94.2,99.48,0.02,140.39991597316902,267.90459902142726,37.727331743294265,17.717903775526043,194.1313399174177,138.57312549164433,0.13857312549164433
2020-01-02 17:00:00+00:00,0.0,0.0,0.0,16.0,61.49,1.42,74.9,99.53,0.05,153.54683393047785,275.77700160671816,0.0,16.0,0.0,0.0,0.0
2020-01-02 18:00:00+00:00,0.0,0.0,0.0,15.65,63.1,1.44,60.1,99.58,0.07,166.36586206461783,291.56855338128673,0.0,15.65,0.0,0.0,0.0
2020-01-02 19:00:00+00:00,0.0,0.0,0.0,15.13,65.54,1.55,57.1,99.61,0.12,174.18988808674078,11.229229969738412,0.0,15.13,0.0,0.0,0.0
2020-01-02 20:00:00+00:00,0.0,0.0,0.0,14.64,67.94,1.7,62.2,99.64,0.1,164.33380470648416,72.34451292904038,0.0,14.64,0.0,0.0,0.0
2020-01-02 21:00:00+00:00,0.0,0.0,0.0,14.01,71.08,1.94,70.1,99.65,0.11,151.39731426012017,85.72867325721893,0.0,14.01,0.0,0.0,0.0
2020-01-02 22:00:00+00:00,0.0,0.0,0.0,13.34,74.54,2.19,77.4,99.63,0.17,138.24216402094055,93.12315041342964,0.0,13.34,0.0,0.0,0.0
2020-01-02 23:00:00+00:00,0.0,0.0,0.0,12.85,77.58,2.43,82.7,99.59,0.17,125.15932441739878,99.07998040865925,0.0,12.85,0.0,0.0,0.0
2020-01-03 00:00:00+00:00,0.0,0.0,0.0,12.44,80.31,2.59,85.8,99.53,0.22,112.28401986173067,104.79152514718015,0.0,12.44,0.0,0.0,0.0
2020-01-03 01:00:00+00:00,0.0,0.0,0.0,11.94,83.97,2.66,86.8,99.48,0.28,99.75254377076438,110.8404035926032,0.0,11.94,0.0,0.0,0.0
2020-01-03 02:00:00+00:00,0.0,0.0,0.0,11.05,90.22,2.74,88.3,99.42,0.21,87.49030976485693,117.69424052018479,0.0,11.05,0.0,0.0,0.0
